id,relevance
1,2.498868515
4,2.498868515
5,2.498868515
6,2.498868515
7,2.498868515
8,2.498868515
10,2.498868515
11,2.498868515
12,2.498868515
13,2.498868515
14,2.498868515
15,2.498868515
19,2.498868515
22,2.498868515
24,2.498868515
25,2.498868515
26,2.498868515
28,2.498868515
29,2.498868515
30,2.498868515
31,2.498868515
32,2.498868515
33,2.498868515
36,2.498868515
39,2.498868515
40,2.498868515
41,2.498868515
42,2.498868515
43,2.498868515
44,2.498868515
45,2.498868515
46,2.498868515
47,2.498868515
49,2.498868515
50,2.498868515
52,2.498868515
53,2.498868515
54,2.498868515
55,2.498868515
56,2.498868515
57,2.498868515
58,2.498868515
59,2.498868515
60,2.498868515
61,2.498868515
62,2.498868515
63,2.498868515
64,2.498868515
66,2.498868515
67,2.498868515
68,2.498868515
70,2.378189251
71,2.498868515
72,2.498868515
73,2.498868515
74,2.498868515
76,2.498868515
77,2.498868515
78,2.498868515
79,2.498868515
80,2.498868515
82,2.498868515
83,2.498868515
84,2.498868515
86,2.498868515
87,2.498868515
89,2.498868515
91,2.498868515
93,2.498868515
94,2.498868515
95,2.498868515
96,2.498868515
97,2.498868515
98,2.498868515
99,2.498868515
100,2.498868515
102,2.498868515
103,2.498868515
104,2.498868515
107,2.498868515
108,2.498868515
109,2.498868515
110,2.498868515
111,2.498868515
112,2.498868515
115,2.498868515
116,2.498868515
118,2.498868515
119,2.498868515
121,2.498868515
124,2.498868515
126,2.498868515
128,2.498868515
129,2.498868515
130,2.498868515
131,2.498868515
132,2.498868515
133,2.498868515
134,2.498868515
135,2.498868515
137,2.498868515
139,2.498868515
140,2.498868515
141,2.498868515
142,2.498868515
144,2.498868515
145,2.498868515
146,2.498868515
148,2.498868515
151,2.498868515
152,2.498868515
153,2.498868515
154,2.498868515
155,2.498868515
156,2.498868515
159,2.498868515
160,2.498868515
161,2.498868515
163,2.619547779
167,2.498868515
168,2.498868515
169,2.498868515
170,2.498868515
171,2.498868515
173,2.498868515
174,2.498868515
175,2.498868515
176,2.498868515
180,2.498868515
183,2.498868515
184,2.498868515
185,2.498868515
187,2.498868515
188,2.498868515
189,2.498868515
190,2.498868515
192,2.619547779
194,2.498868515
196,2.498868515
197,2.498868515
198,2.498868515
199,2.498868515
200,2.498868515
204,2.498868515
206,2.498868515
207,2.498868515
208,2.498868515
209,2.498868515
211,2.498868515
212,2.498868515
213,2.498868515
216,2.498868515
217,2.498868515
218,2.498868515
219,2.498868515
220,2.498868515
221,2.498868515
222,2.498868515
224,2.498868515
225,2.498868515
228,2.498868515
229,2.498868515
230,2.498868515
231,2.498868515
232,2.498868515
234,2.498868515
235,2.498868515
236,2.498868515
237,2.498868515
238,2.498868515
239,2.498868515
240,2.498868515
242,2.498868515
243,2.498868515
244,2.498868515
246,2.498868515
247,2.498868515
248,2.498868515
249,2.498868515
250,2.498868515
251,2.498868515
252,2.498868515
253,2.498868515
254,2.498868515
256,2.498868515
258,2.498868515
260,2.498868515
262,2.498868515
263,2.378189251
264,2.498868515
265,2.498868515
267,2.498868515
268,2.498868515
269,2.378189251
271,2.498868515
273,2.498868515
274,2.498868515
277,2.498868515
278,2.498868515
279,2.498868515
280,2.498868515
281,2.498868515
282,2.498868515
283,2.498868515
285,2.498868515
286,2.498868515
287,2.498868515
288,2.498868515
289,2.498868515
291,2.498868515
292,2.498868515
295,2.498868515
296,2.498868515
298,2.498868515
299,2.498868515
300,2.498868515
301,2.498868515
302,2.498868515
303,2.498868515
304,2.498868515
306,2.498868515
307,2.498868515
308,2.498868515
309,2.498868515
310,2.498868515
311,2.498868515
312,2.619547779
313,2.498868515
315,2.498868515
316,2.498868515
317,2.498868515
320,2.498868515
321,2.498868515
322,2.498868515
324,2.498868515
325,2.498868515
326,2.498868515
328,2.498868515
329,2.498868515
330,2.498868515
332,2.498868515
333,2.498868515
336,2.498868515
337,2.498868515
338,2.498868515
339,2.498868515
342,2.498868515
344,2.498868515
345,2.498868515
348,2.498868515
349,2.498868515
352,2.498868515
353,2.498868515
356,2.498868515
357,2.498868515
358,2.498868515
360,2.498868515
362,2.498868515
364,2.498868515
366,2.498868515
367,2.498868515
368,2.498868515
369,2.498868515
370,2.498868515
371,2.498868515
372,2.498868515
376,2.498868515
377,2.498868515
378,2.498868515
379,2.498868515
380,2.498868515
381,2.498868515
382,2.498868515
383,2.498868515
384,2.498868515
386,2.498868515
387,2.498868515
388,2.498868515
390,2.498868515
391,2.498868515
392,2.498868515
393,2.498868515
394,2.498868515
395,2.498868515
396,2.498868515
398,2.498868515
399,2.498868515
404,2.498868515
405,2.498868515
406,2.498868515
409,2.498868515
410,2.498868515
412,2.498868515
414,2.498868515
415,2.498868515
416,2.498868515
417,2.498868515
419,2.498868515
420,2.498868515
423,2.498868515
424,2.430269059
425,2.498868515
426,2.498868515
427,2.498868515
428,2.498868515
429,2.498868515
430,2.498868515
431,2.498868515
432,2.498868515
433,2.498868515
434,2.498868515
435,2.498868515
436,2.498868515
437,2.498868515
438,2.498868515
439,2.498868515
441,2.498868515
442,2.498868515
443,2.498868515
448,2.498868515
449,2.498868515
450,2.498868515
451,2.498868515
453,2.498868515
457,2.498868515
460,2.498868515
462,2.498868515
463,2.619547779
464,2.498868515
465,2.498868515
466,2.619547779
467,2.498868515
471,2.498868515
472,2.498868515
474,2.619547779
477,2.498868515
482,2.498868515
483,2.498868515
484,2.498868515
486,2.498868515
487,2.498868515
488,2.498868515
489,2.498868515
490,2.498868515
493,2.498868515
494,2.498868515
495,2.498868515
496,2.498868515
498,2.498868515
499,2.498868515
502,2.498868515
503,2.498868515
504,2.498868515
505,2.498868515
506,2.498868515
507,2.498868515
509,2.498868515
510,2.430269059
512,2.498868515
513,2.498868515
514,2.498868515
515,2.498868515
518,2.498868515
519,2.498868515
520,2.498868515
521,2.498868515
522,2.498868515
523,2.498868515
525,2.498868515
526,2.498868515
527,2.498868515
528,2.498868515
529,2.498868515
530,2.498868515
531,2.498868515
532,2.619547779
534,2.498868515
535,2.498868515
537,2.498868515
538,2.498868515
539,2.498868515
540,2.498868515
541,2.498868515
543,2.498868515
545,2.498868515
546,2.498868515
547,2.498868515
548,2.498868515
550,2.498868515
552,2.498868515
553,2.498868515
554,2.498868515
555,2.498868515
556,2.498868515
558,2.498868515
560,2.498868515
561,2.498868515
564,2.498868515
565,2.498868515
566,2.498868515
567,2.498868515
569,2.498868515
570,2.498868515
574,2.498868515
575,2.498868515
577,2.498868515
578,2.498868515
579,2.498868515
580,2.498868515
586,2.498868515
587,2.498868515
588,2.498868515
589,2.498868515
590,2.498868515
592,2.498868515
594,2.498868515
596,2.498868515
597,2.498868515
598,2.498868515
599,2.498868515
601,2.498868515
602,2.498868515
603,2.498868515
604,2.498868515
607,2.498868515
608,2.498868515
609,2.498868515
610,2.498868515
612,2.429660378
613,2.498868515
614,2.498868515
615,2.498868515
616,2.498868515
617,2.498868515
618,2.498868515
620,2.498868515
621,2.498868515
622,2.498868515
623,2.498868515
624,2.498868515
625,2.498868515
627,2.498868515
628,2.498868515
629,2.498868515
631,2.498868515
632,2.498868515
633,2.498868515
638,2.498868515
639,2.498868515
641,2.498868515
645,2.498868515
647,2.498868515
648,2.498868515
649,2.498868515
650,2.498868515
651,2.498868515
654,2.498868515
655,2.498868515
656,2.498868515
657,2.498868515
658,2.498868515
664,2.498868515
665,2.498868515
667,2.498868515
672,2.498868515
673,2.498868515
675,2.498868515
676,2.498868515
678,2.498868515
681,2.498868515
683,2.498868515
684,2.498868515
685,2.498868515
689,2.498868515
692,2.498868515
693,2.498868515
694,2.498868515
695,2.498868515
697,2.498868515
698,2.498868544
699,2.498868515
701,2.498868515
702,2.498868515
703,2.498868515
704,2.498868515
705,2.498868515
706,2.498868515
707,2.498868515
708,2.498868515
709,2.498868515
710,2.498868515
711,2.498868515
714,2.498868515
716,2.498868515
717,2.498868515
719,2.498868515
720,2.498868515
721,2.498868515
723,2.498868515
724,2.498868515
725,2.498868515
727,2.498868515
728,2.498868515
729,2.498868515
730,2.498868515
732,2.498868515
733,2.498868515
735,2.498868515
736,2.498868515
738,2.498868515
741,2.498868515
744,2.498868515
746,2.498868515
747,2.498868515
750,2.498868515
752,2.498868515
754,2.498868515
755,2.498868515
757,2.619547779
761,2.498868515
762,2.498868515
766,2.498868515
767,2.498868515
768,2.498868515
769,2.498868515
770,2.498868515
772,2.498868515
774,2.498868515
775,2.498868515
776,2.498868515
777,2.498868515
779,2.498868515
780,2.498868515
781,2.498868515
782,2.498868515
783,2.498868515
785,2.498868515
786,2.498868515
788,2.619547779
789,2.498868515
792,2.498868515
793,2.498868515
794,2.619547779
795,2.498868515
796,2.498868515
797,2.498868515
798,2.498868515
799,2.498868515
802,2.498868515
803,2.498868515
804,2.498868515
805,2.498868515
806,2.498868515
807,2.498868515
808,2.498868515
809,2.498868515
810,2.498868515
813,2.498868515
814,2.498868515
815,2.498868515
816,2.498868515
820,2.498868515
821,2.498868515
822,2.498868515
823,2.498868515
825,2.498868515
827,2.498868515
829,2.498868515
830,2.498868515
833,2.498868515
834,2.498868515
835,2.498868515
836,2.498868515
838,2.498868515
839,2.498868515
840,2.498868515
841,2.498868515
842,2.498868515
845,2.498868515
846,2.498868515
848,2.498868515
849,2.498868515
850,2.498868515
851,2.498868515
853,2.498868515
854,2.498868515
855,2.498868515
856,2.498868515
858,2.498868515
859,2.498868515
860,2.498868515
861,2.498868515
863,2.498868515
864,2.498868515
865,2.498868515
866,2.498868515
870,2.498868515
871,2.498868515
873,2.498868515
874,2.498868515
875,2.498868515
877,2.498868515
879,2.498868515
880,2.498868515
883,2.498868515
884,2.498868515
887,2.498868515
888,2.498868515
889,2.498868515
890,2.498868515
891,2.498868515
892,2.498868515
896,2.569660378
897,2.498868515
900,2.498868515
901,2.498868515
903,2.498868515
904,2.498868515
905,2.498868515
906,2.498868515
907,2.498868515
911,2.498868515
913,2.498868515
914,2.498868515
915,2.498868515
916,2.498868515
917,2.498868515
919,2.498868515
920,2.498868515
921,2.498868515
924,2.498868515
925,2.498868515
926,2.498868515
927,2.498868515
930,2.498868515
931,2.498868515
932,2.498868515
933,2.498868515
935,2.498868515
936,2.498868515
937,2.498868515
938,2.498868515
939,2.498868515
941,2.498868515
942,2.498868515
943,2.498868515
945,2.498868515
946,2.498868515
947,2.498868515
948,2.498868515
949,2.498868515
950,2.498868515
951,2.498868515
952,2.498868515
953,2.498868515
955,2.498868515
956,2.498868515
957,2.498868515
959,2.498868515
960,2.498868515
961,2.498868515
964,2.498868515
965,2.498868515
966,2.498868515
967,2.498868515
968,2.498868515
970,2.619547779
971,2.498868515
972,2.498868515
973,2.498868515
975,2.498868515
976,2.498868515
977,2.430150355
979,2.498868515
980,2.498868515
981,2.498868515
982,2.498868515
983,2.498868515
985,2.498868515
986,2.498868515
987,2.498868515
988,2.498868515
989,2.498868515
990,2.498868515
992,2.498868515
993,2.498868515
994,2.498868515
995,2.498868515
996,2.498868515
997,2.498868515
998,2.498868515
999,2.619547779
1002,2.498868515
1003,2.498868515
1005,2.498868515
1006,2.498868515
1009,2.498868515
1010,2.498868515
1011,2.498868515
1012,2.498868515
1013,2.498868515
1014,2.498868515
1015,2.498868515
1016,2.498868515
1017,2.498868515
1018,2.498868515
1021,2.498868515
1023,2.498868515
1024,2.498868515
1025,2.498868515
1027,2.498868515
1029,2.498868515
1030,2.498868515
1032,2.498868515
1033,2.498868515
1034,2.498868515
1035,2.498868515
1036,2.498868515
1037,2.498868515
1039,2.498868515
1041,2.498868515
1042,2.498868515
1043,2.498868515
1044,2.498868515
1045,2.498868515
1046,2.498868515
1047,2.498868515
1048,2.498868515
1049,2.498868515
1050,2.498868515
1052,2.498868515
1054,2.498868515
1055,2.498868515
1057,2.498868515
1058,2.498868515
1059,2.498868515
1061,2.498868515
1063,2.498868515
1064,2.498868515
1066,2.498868515
1067,2.498868515
1069,2.498868515
1070,2.498868515
1071,2.498868515
1075,2.498868515
1077,2.498868515
1078,2.498868515
1079,2.498868515
1082,2.498868515
1085,2.498868515
1087,2.498868515
1088,2.498868515
1089,2.498868515
1091,2.498868515
1092,2.569660378
1093,2.498868515
1094,2.498868515
1096,2.498868515
1099,2.498868515
1100,2.498868515
1102,2.498868515
1105,2.498868515
1106,2.498868515
1109,2.498868515
1110,2.498868515
1111,2.498868515
1112,2.498868515
1113,2.498868515
1114,2.498868515
1115,2.498868515
1117,2.498868515
1118,2.498868515
1119,2.498868515
1120,2.498868515
1122,2.498868515
1123,2.498868515
1124,2.498868515
1125,2.498868515
1126,2.498868515
1127,2.498868515
1130,2.498868515
1131,2.498868515
1133,2.498868515
1136,2.498868515
1137,2.498868515
1139,2.498868515
1140,2.498868515
1141,2.498868515
1143,2.498868515
1144,2.498868515
1147,2.498868515
1149,2.378189251
1150,2.498868515
1152,2.498868515
1153,2.498868515
1154,2.619547779
1156,2.498868515
1157,2.498868515
1158,2.498868515
1160,2.498868515
1161,2.443890142
1162,2.498868515
1163,2.498868515
1166,2.498868515
1167,2.498868515
1169,2.498868515
1170,2.498868515
1173,2.498868515
1174,2.498868515
1175,2.498868515
1178,2.498868515
1179,2.498868515
1181,2.498868515
1182,2.498868515
1183,2.498868515
1184,2.498868515
1186,2.498868515
1187,2.498868515
1188,2.619547779
1189,2.498868515
1190,2.498868515
1193,2.498868515
1194,2.498868515
1197,2.498868515
1198,2.498868515
1199,2.498868515
1200,2.498868515
1201,2.498868515
1202,2.498868515
1203,2.498868515
1204,2.498868515
1207,2.498868515
1209,2.498868515
1210,2.498868515
1211,2.498868515
1213,2.498868515
1214,2.498868515
1217,2.498868515
1219,2.498868515
1221,2.498868515
1222,2.498868515
1223,2.498868515
1225,2.498868515
1226,2.498868515
1229,2.498868515
1232,2.498868515
1233,2.498868515
1234,2.498868515
1235,2.498868515
1236,2.498868515
1239,2.498868515
1240,2.498868515
1241,2.498868515
1242,2.498868515
1244,2.498868515
1245,2.498868515
1246,2.498868515
1247,2.498868515
1249,2.498868515
1250,2.498868515
1251,2.498868515
1254,2.498868515
1255,2.498868515
1256,2.498868515
1258,2.498868515
1259,2.49780003
1260,2.498868515
1261,2.498868515
1262,2.498868515
1263,2.498868515
1264,2.498868515
1265,2.498868515
1268,2.498868515
1269,2.498868515
1270,2.498868515
1271,2.498868515
1272,2.498868515
1274,2.498868515
1277,2.498868515
1278,2.498868515
1280,2.498868515
1281,2.498868515
1282,2.498868515
1283,2.498868515
1284,2.498868515
1285,2.498868515
1286,2.498868515
1288,2.498868515
1290,2.498868515
1292,2.498868515
1293,2.498868515
1294,2.498868515
1295,2.498868515
1297,2.498868515
1298,2.498868515
1299,2.498868515
1301,2.498868515
1304,2.498868515
1305,2.498868515
1306,2.498868515
1307,2.498868515
1308,2.498868515
1309,2.498868515
1310,2.498868515
1311,2.498868515
1312,2.498868515
1313,2.498868515
1314,2.498868515
1315,2.498868515
1318,2.498868515
1319,2.498868515
1321,2.498868515
1322,2.498868515
1324,2.498868515
1325,2.498868515
1327,2.498868515
1328,2.498868515
1329,2.498868515
1330,2.498868515
1331,2.498868515
1332,2.498868515
1333,2.498868515
1334,2.498868515
1336,2.498868515
1337,2.498868515
1339,2.498868515
1341,2.498868515
1342,2.619547779
1343,2.498868515
1346,2.569660378
1350,2.498868515
1351,2.498868515
1352,2.498868515
1353,2.498868515
1354,2.498868515
1358,2.498868515
1360,2.498868515
1361,2.498868515
1362,2.498868515
1363,2.498868515
1365,2.498868515
1367,2.498868515
1368,2.498868515
1369,2.498868515
1370,2.498868515
1371,2.498868515
1372,2.498868515
1373,2.498868515
1374,2.498868515
1375,2.498868515
1376,2.498868515
1378,2.498868515
1379,2.498868515
1380,2.498868515
1381,2.498868515
1382,2.498868515
1383,2.498868515
1384,2.498868515
1385,2.498868515
1386,2.498868515
1389,2.498868515
1390,2.498868515
1391,2.498868515
1392,2.498868515
1393,2.498868515
1396,2.619547779
1398,2.498868515
1400,2.619547779
1402,2.498868515
1404,2.498868515
1406,2.498868515
1407,2.498868515
1409,2.498868515
1410,2.498868515
1411,2.498868515
1412,2.498868515
1413,2.498868515
1415,2.498868515
1416,2.498868515
1417,2.498868515
1418,2.498868515
1420,2.498868515
1421,2.498868515
1423,2.498868515
1424,2.498868515
1425,2.498868515
1426,2.498868515
1428,2.498868515
1429,2.498868515
1430,2.498868515
1432,2.569660378
1435,2.498868515
1437,2.498868515
1438,2.498868515
1440,2.430150355
1441,2.498868515
1442,2.498868515
1445,2.498868515
1446,2.498868515
1447,2.498868515
1448,2.498868515
1450,2.498868515
1451,2.498868515
1452,2.498868515
1455,2.498868515
1456,2.498868515
1457,2.498868515
1459,2.498868515
1460,2.498868515
1461,2.498868515
1462,2.498868515
1463,2.498868515
1464,2.498868515
1465,2.498868515
1466,2.498868515
1467,2.498868515
1469,2.498868515
1470,2.498868515
1474,2.498868515
1475,2.498868515
1476,2.498868515
1477,2.498868515
1478,2.498868515
1480,2.498868515
1482,2.498868515
1484,2.498868515
1485,2.498868515
1488,2.498868515
1489,2.498868515
1493,2.498868515
1494,2.498868515
1495,2.498868515
1498,2.498868515
1499,2.498868515
1500,2.498868515
1502,2.498868515
1503,2.498868515
1505,2.498868515
1507,2.498868515
1508,2.378189251
1510,2.498868515
1511,2.498868515
1513,2.498868515
1514,2.498868515
1515,2.498868515
1516,2.498868515
1517,2.498868515
1518,2.498868515
1519,2.498868515
1520,2.498868515
1521,2.498868515
1522,2.498868515
1523,2.498868515
1524,2.498868515
1525,2.498868515
1526,2.498868515
1527,2.498868515
1529,2.498868515
1530,2.498868515
1531,2.498868515
1532,2.498868515
1533,2.498868515
1534,2.498868515
1535,2.498868515
1536,2.498868515
1537,2.498868515
1539,2.498868515
1540,2.498868515
1541,2.498868515
1543,2.498868515
1544,2.498868515
1545,2.498868515
1547,2.619547779
1549,2.498868515
1550,2.498868515
1551,2.498868515
1552,2.498868515
1553,2.498868515
1555,2.498868515
1556,2.498868515
1557,2.498868515
1558,2.498868515
1559,2.498868515
1563,2.498868515
1564,2.498868515
1565,2.498868515
1566,2.498868515
1567,2.498868515
1570,2.498868515
1573,2.498868515
1574,2.498868515
1575,2.498868515
1579,2.498868515
1580,2.498868515
1581,2.498868515
1582,2.498868515
1583,2.498868515
1584,2.498868515
1585,2.498868515
1586,2.498868515
1589,2.498868515
1590,2.498868515
1591,2.498868515
1592,2.498868515
1594,2.498868515
1596,2.498868515
1597,2.498868515
1598,2.498868515
1599,2.498868515
1600,2.498868515
1601,2.498868515
1602,2.498868515
1603,2.498868515
1604,2.498868515
1605,2.498868515
1606,2.429660378
1607,2.498868515
1608,2.498868515
1611,2.498868515
1613,2.498868515
1614,2.498868515
1615,2.498868515
1618,2.498868515
1619,2.498868515
1620,2.498868515
1621,2.498868515
1623,2.498868515
1625,2.498868515
1626,2.498868515
1628,2.498868515
1629,2.498868515
1630,2.498868515
1631,2.498868515
1632,2.498868515
1635,2.498868515
1636,2.498868515
1638,2.498868515
1639,2.498868515
1641,2.498868515
1642,2.498868515
1644,2.498868515
1646,2.498868515
1649,2.498868515
1650,2.498868515
1651,2.498868515
1652,2.498868515
1658,2.498868515
1659,2.498868515
1660,2.498868515
1662,2.498868515
1663,2.498868515
1665,2.498868515
1666,2.498868515
1668,2.498868515
1674,2.136830723
1676,2.498868515
1678,2.498868515
1679,2.498868515
1680,2.498868515
1682,2.498868515
1683,2.498868515
1684,2.498868515
1685,2.498868515
1686,2.498868515
1687,2.498868515
1688,2.498868515
1689,2.498868515
1690,2.498868515
1693,2.498868515
1694,2.498868515
1695,2.498868515
1697,2.498868515
1698,2.498868515
1699,2.498868515
1700,2.498868515
1701,2.498868515
1706,2.498868515
1707,2.498868515
1708,2.498868515
1709,2.498868515
1710,2.498868515
1711,2.498868515
1712,2.498868515
1714,2.498868515
1716,2.498868515
1717,2.498868515
1718,2.498868515
1719,2.498868515
1720,2.498868515
1723,2.498868515
1725,2.498868515
1727,2.378189251
1728,2.498868515
1729,2.498868515
1730,2.498868515
1732,2.498868515
1734,2.498868515
1735,2.498868515
1736,2.498868515
1737,2.619547779
1739,2.498868515
1743,2.498868167
1744,2.569660378
1745,2.498868515
1747,2.498868515
1748,2.498868515
1750,2.498868515
1751,2.498868515
1752,2.498868515
1754,2.498868515
1755,2.498868515
1756,2.498868515
1757,2.498868515
1758,2.498868515
1759,2.498868515
1760,2.498868515
1761,2.498868515
1763,2.498868515
1764,2.498868515
1766,2.498868515
1767,2.498868515
1768,2.498868515
1769,2.498868515
1770,2.498868515
1772,2.498868515
1773,2.619547779
1775,2.498868515
1776,2.498868515
1778,2.498868515
1781,2.498868515
1783,2.498868515
1787,2.498868515
1788,2.498868515
1789,2.498868515
1791,2.498868515
1792,2.498868515
1793,2.498868515
1794,2.498868515
1795,2.498868515
1796,2.498868515
1798,2.498868515
1799,2.498868515
1800,2.498868515
1801,2.498868515
1802,2.498868515
1803,2.498868515
1806,2.498868515
1807,2.498868515
1808,2.498868515
1809,2.498868515
1810,2.498868515
1812,2.498868515
1813,2.498868515
1814,2.498868515
1817,2.498868515
1819,2.498868515
1820,2.498868515
1822,2.498868515
1823,2.498868515
1825,2.498868515
1826,2.498868515
1827,2.498868515
1828,2.498868515
1831,2.498868515
1832,2.498868515
1833,2.498868515
1834,2.498868515
1836,2.498868515
1837,2.498868515
1838,2.498868515
1839,2.498868515
1840,2.498868515
1842,2.498868515
1843,2.498868515
1849,2.498868515
1850,2.498868515
1854,2.498868515
1856,2.430150355
1857,2.498868515
1859,2.498868515
1860,2.498868515
1863,2.498868515
1864,2.498868515
1865,2.498868515
1866,2.498868515
1869,2.569660378
